Date,Ticker,Open,High,Low,Close,Volume
2025-03-19,NVDA,117.27,120.445,115.68,117.52,273426225
2025-03-20,NVDA,116.55,120.2,116.47,118.53,248829749
2025-03-21,NVDA,116.94,117.99,115.42,117.7,266498528
2025-03-24,NVDA,119.88,122.22,119.34,121.41,228452534
2025-03-25,NVDA,120.545,121.29,118.92,120.69,167447198
2025-03-26,NVDA,118.73,118.84,112.71,113.76,296431667
2025-03-27,NVDA,111.35,114.45,110.66,111.43,236902055
2025-03-28,NVDA,111.485,112.87,109.0701,109.67,229872549
2025-03-31,NVDA,105.13,110.955,103.65,108.38,299212653
2025-04-01,NVDA,108.515,110.2,106.47,110.15,222614034
2025-04-02,NVDA,107.29,111.98,106.79,110.42,220601243
2025-04-03,NVDA,103.51,105.63,101.6,101.8,338769412
2025-04-04,NVDA,98.91,100.13,92.11,94.31,532273810
2025-04-07,NVDA,87.46,101.75,86.62,97.64,611041347
2025-04-08,NVDA,103.805,105.85,94.46,96.3,476243392
2025-04-09,NVDA,98.89,115.1,97.5301,114.33,612918336
2025-04-10,NVDA,109.37,110.86,99.15,107.57,437812353
2025-04-11,NVDA,108.5,111.5499,107.48,110.93,313417265
2025-04-14,NVDA,114.11,114.29,109.07,110.71,264705049
2025-04-15,NVDA,110.97,113.615,110.5,112.2,228966900
2025-04-16,NVDA,104.55,106.79,100.45,104.49,397016870
2025-04-17,NVDA,104.45,104.47,100.05,101.49,292517465
2025-04-21,NVDA,98.77,99.44,95.04,96.91,288501136
2025-04-22,NVDA,98.78,99.811,97.28,98.89,241004784
2025-04-23,NVDA,104.52,104.8,102.02,102.71,247525971
2025-04-24,NVDA,103.475,106.54,103.11,106.43,220815041
2025-04-25,NVDA,106.85,111.92,105.73,111.01,251064672
2025-04-28,NVDA,109.69,110.3699,106.02,108.73,207708479
2025-04-29,NVDA,107.67,110.1999,107.44,109.02,170444263
2025-04-30,NVDA,104.47,108.92,104.08,108.92,235044611
2025-05-01,NVDA,113.08,114.94,111.3,111.61,236121507
2025-05-02,NVDA,114.18,115.4,113.37,114.5,190194778
2025-05-05,NVDA,112.905,114.665,112.66,113.82,133163241
2025-05-06,NVDA,111.48,114.74,110.822,113.54,158525621
2025-05-07,NVDA,113.045,117.68,112.2818,117.06,207827821
2025-05-08,NVDA,118.25,118.68,115.85,117.37,198428122
2025-05-09,NVDA,117.35,118.23,115.21,116.65,132972189
2025-05-12,NVDA,121.97,123.0,120.28,123.0,225023345
2025-05-13,NVDA,124.98,131.2189,124.47,129.93,330430105
2025-05-14,NVDA,133.195,135.435,131.68,135.34,281180830
2025-05-15,NVDA,134.295,136.3,132.66,134.83,226632563
2025-05-16,NVDA,136.22,136.35,133.46,135.4,226542451
2025-05-19,NVDA,132.39,135.87,132.39,135.57,193154571
2025-05-20,NVDA,134.29,134.58,132.62,134.38,161514247
2025-05-21,NVDA,133.06,137.4,130.59,131.8,270608738
2025-05-22,NVDA,132.23,134.25,131.55,132.83,187343954
2025-05-23,NVDA,130.0,132.68,129.16,131.29,198821324
2025-05-27,NVDA,134.15,135.66,133.31,135.5,192953613
2025-05-28,NVDA,136.025,137.25,134.79,134.81,304021146
2025-05-29,NVDA,142.245,143.49,137.91,139.19,370615167
2025-05-30,NVDA,138.715,139.62,132.92,135.13,333170851
2025-06-02,NVDA,135.49,138.12,135.4,137.38,197663116
2025-06-03,NVDA,138.78,142.0,137.95,141.22,225578783
2025-06-04,NVDA,142.19,142.39,139.545,141.92,167120819
2025-06-05,NVDA,142.17,144.0,138.83,139.99,232410759
2025-06-06,NVDA,142.51,143.27,141.51,141.72,153986153
2025-06-09,NVDA,143.19,145.0,141.94,142.63,185114494
2025-06-10,NVDA,142.69,144.29,141.525,143.96,155881897
2025-06-11,NVDA,144.61,144.99,141.87,142.83,167694044
2025-06-12,NVDA,141.97,145.0,141.85,145.0,162364991
2025-06-13,NVDA,142.48,143.58,140.855,141.97,180820565
2025-06-16,NVDA,143.345,146.175,143.2001,144.69,183133666
2025-06-17,NVDA,144.49,145.22,143.78,144.12,139108000
2025-06-18,NVDA,144.005,145.65,143.12,145.48,161494121
2025-06-20,NVDA,145.45,146.2,142.65,143.85,242956157
2025-06-23,NVDA,142.5,144.78,142.03,144.17,154308941
2025-06-24,NVDA,145.56,147.96,145.5,147.9,187566121
2025-06-25,NVDA,149.27,154.45,149.26,154.31,269146471
2025-06-26,NVDA,155.975,156.715,154.0,155.02,198145746
2025-06-27,NVDA,156.04,158.71,155.255,157.75,263234539
2025-06-30,NVDA,158.4,158.66,155.96,157.99,194580316
2025-07-01,NVDA,156.29,157.2,151.49,153.3,213143621
2025-07-02,NVDA,152.98,157.6,152.97,157.25,171224111
2025-07-03,NVDA,158.37,160.98,157.77,159.34,143716055
2025-07-07,NVDA,158.2,159.31,157.342,158.24,140138975
2025-07-08,NVDA,159.33,160.22,158.39,160.0,138133025
2025-07-09,NVDA,161.22,164.42,161.16,162.88,183656443
2025-07-10,NVDA,164.32,164.5,161.61,164.1,167704075
2025-07-11,NVDA,163.715,167.89,163.47,164.92,193633263
2025-07-14,NVDA,165.37,165.49,162.02,164.07,136975754
2025-07-15,NVDA,171.19,172.4,169.195,170.7,230627350
2025-07-16,NVDA,171.06,171.75,168.9,171.37,158831509
2025-07-17,NVDA,172.02,174.16,170.83,173.0,160841119
2025-07-18,NVDA,173.64,174.25,171.26,172.41,146456416
2025-07-21,NVDA,172.75,173.38,171.0,171.38,123126136
2025-07-22,NVDA,171.34,171.39,164.58,167.03,193114327
2025-07-23,NVDA,169.53,171.26,167.97,170.78,154082197
2025-07-24,NVDA,172.44,173.83,171.3,173.74,128984628
2025-07-25,NVDA,173.61,174.72,172.96,173.5,122316792
2025-07-28,NVDA,174.02,177.0,173.97,176.75,140023521
2025-07-29,NVDA,177.96,179.38,175.02,175.51,154077512
2025-07-30,NVDA,176.51,179.89,176.04,179.27,174312208
2025-07-31,NVDA,182.9,183.3,175.93,177.87,221685446
2025-08-01,NVDA,174.09,176.54,170.89,173.72,204528985
2025-08-04,NVDA,175.16,180.2,174.52,180.0,148174609
2025-08-05,NVDA,179.62,180.26,175.9,178.26,156407621
2025-08-06,NVDA,176.325,179.9,176.25,179.42,137192265
2025-08-07,NVDA,181.57,183.88,178.795,180.77,151878365
2025-08-08,NVDA,181.55,183.3,180.4,182.7,123396679
2025-08-11,NVDA,182.05,183.84,180.25,182.06,138323191
2025-08-12,NVDA,182.96,184.48,179.46,183.16,145729202
2025-08-13,NVDA,182.615,183.97,179.35,181.59,179871724
2025-08-14,NVDA,179.75,183.02,179.46,182.02,129553959
2025-08-15,NVDA,181.88,181.9,178.0417,180.45,156602161
2025-08-18,NVDA,180.6,182.9375,180.59,182.01,132007959
2025-08-19,NVDA,182.43,182.5,175.49,175.64,185229219
2025-08-20,NVDA,175.165,176.0,168.801,175.4,215142725
2025-08-21,NVDA,174.85,176.9,173.81,174.98,140040850
2025-08-22,NVDA,172.61,178.59,171.2,177.99,172789427
2025-08-25,NVDA,178.35,181.91,176.57,179.81,163012789
2025-08-26,NVDA,180.055,182.39,178.81,181.77,168688186
2025-08-27,NVDA,181.98,182.49,179.1,181.6,235518949
2025-08-28,NVDA,180.82,184.47,176.41,180.17,281787824
2025-08-29,NVDA,178.11,178.15,173.145,174.18,243257873
2025-09-02,NVDA,170.0,172.379,167.22,170.78,231164853
2025-09-03,NVDA,171.06,172.41,168.875,170.62,164424873
2025-09-04,NVDA,170.57,171.86,169.41,171.66,141670144
2025-09-05,NVDA,168.03,169.03,164.07,167.02,224441435
2025-09-08,NVDA,167.55,170.96,167.35,168.33,164529668
2025-09-09,NVDA,169.09,170.98,166.7401,170.76,157548392
2025-09-10,NVDA,176.64,179.29,175.47,177.33,226852020
2025-09-11,NVDA,179.68,180.28,176.48,177.17,151159274
2025-09-12,NVDA,177.77,178.595,176.45,177.82,124911026
2025-09-15,NVDA,175.67,178.85,174.51,177.75,147061559
2025-09-16,NVDA,177.0,177.5,174.38,174.88,140737775
2025-09-17,NVDA,172.64,173.2,168.41,170.29,211843817
2025-09-18,NVDA,173.98,177.1,172.96,176.24,191763313
2025-09-19,NVDA,175.77,178.08,175.18,176.67,237182143
2025-09-22,NVDA,175.3,184.55,174.7053,183.61,269637001
2025-09-23,NVDA,181.97,182.42,176.21,178.43,192559552
2025-09-24,NVDA,179.77,179.78,175.4,176.97,143564116
2025-09-25,NVDA,174.48,180.26,173.125,177.69,191586733
2025-09-26,NVDA,178.17,179.77,174.93,178.19,148573732
2025-09-29,NVDA,180.425,184.0,180.32,181.85,193063455
2025-09-30,NVDA,182.08,187.35,181.48,186.58,236981032
2025-10-01,NVDA,185.24,188.14,183.9,187.24,173844901
2025-10-02,NVDA,189.6,191.05,188.06,188.89,136805821
2025-10-03,NVDA,189.19,190.36,185.38,187.62,137596896
2025-10-06,NVDA,185.5,187.23,183.33,185.54,157678104
2025-10-07,NVDA,186.23,189.06,184.0,185.04,140088008
2025-10-08,NVDA,186.57,189.6,186.54,189.11,130168861
2025-10-09,NVDA,192.225,195.3,191.06,192.57,182997234
2025-10-10,NVDA,193.505,195.62,182.05,183.16,268774359
2025-10-13,NVDA,187.965,190.1099,185.96,188.32,153482755
2025-10-14,NVDA,184.77,184.8,179.7,180.03,205641380
2025-10-15,NVDA,184.8,184.87,177.29,179.83,214450482
2025-10-16,NVDA,182.23,183.28,179.77,181.81,179723309
2025-10-17,NVDA,180.18,184.1,179.75,183.22,173135217
2025-10-20,NVDA,183.13,185.2,181.73,182.64,128544711
2025-10-21,NVDA,182.785,182.785,179.8,181.16,124240168
2025-10-22,NVDA,181.14,183.44,176.76,180.28,162249552
2025-10-23,NVDA,180.42,183.03,179.7901,182.16,111363718
2025-10-24,NVDA,183.835,187.47,183.5,186.26,131296677
2025-10-27,NVDA,189.99,192.0,188.4318,191.49,153452704
2025-10-28,NVDA,193.05,203.15,191.91,201.03,297986180
2025-10-29,NVDA,207.98,212.1899,204.775,207.04,308829564
2025-10-30,NVDA,205.15,206.16,201.41,202.89,178864443
2025-10-31,NVDA,206.45,207.97,202.07,202.49,179802178
2025-11-03,NVDA,208.08,211.335,205.56,206.88,180267285
2025-11-04,NVDA,203.0,203.9699,197.93,198.69,188919320
2025-11-05,NVDA,198.77,202.92,194.65,195.21,171350332
2025-11-06,NVDA,196.42,197.62,186.38,188.08,223029778
2025-11-07,NVDA,184.9,188.32,178.91,188.15,264942255
2025-11-10,NVDA,195.11,199.94,193.79,199.05,198897134
2025-11-11,NVDA,195.155,195.42,191.3,193.16,176483327
2025-11-12,NVDA,195.72,195.89,191.13,193.8,154935263
2025-11-13,NVDA,191.05,191.44,185.35,185.62,81038460
2025-02-26,SPY,595.93,599.58,591.8556,594.54,43321578
2025-02-27,SPY,596.85,598.02,584.65,585.05,74196664
2025-02-28,SPY,585.56,594.72,582.44,594.18,88744106
2025-03-03,SPY,596.18,597.34,579.9,583.77,74249199
2025-03-04,SPY,579.71,585.39,572.25,576.86,109648212
2025-03-05,SPY,576.69,584.88,573.0795,583.06,71230528
2025-03-06,SPY,575.48,580.1736,570.12,572.71,80094868
2025-03-07,SPY,570.9,577.39,565.63,575.92,81158816
2025-03-10,SPY,567.59,569.54,555.59,560.58,99326624
2025-03-11,SPY,559.4,564.02,552.02,555.92,88102109
2025-03-12,SPY,562.17,563.11,553.69,558.87,69588167
2025-03-13,SPY,558.49,559.105,549.68,551.42,74079414
2025-03-14,SPY,556.11,563.83,551.4917,562.81,62660321
2025-03-17,SPY,562.79,569.71,562.35,567.15,49008709
2025-03-18,SPY,564.8,565.02,559.06,561.02,66041422
2025-03-19,SPY,562.83,570.95,561.63,567.13,66555985
2025-03-20,SPY,563.33,570.57,562.6012,565.49,62958195
2025-03-21,SPY,559.28,564.89,558.03,563.98,83762964
2025-03-24,SPY,570.8,575.15,570.2,574.08,58766795
2025-03-25,SPY,575.3,576.41,573.69,575.46,38355735
2025-03-26,SPY,575.19,576.33,567.19,568.59,52228898
2025-03-27,SPY,567.18,570.9,564.94,567.08,42164248
2025-03-28,SPY,565.53,566.2675,555.07,555.66,71662653
2025-03-31,SPY,549.83,560.7112,546.87,559.39,95328213
2025-04-01,SPY,557.45,562.94,553.68,560.97,54609641
2025-04-02,SPY,555.05,567.42,554.81,564.52,76014544
2025-04-03,SPY,545.11,547.97,536.7,536.7,125985998
2025-04-04,SPY,523.67,525.87,505.06,505.28,217965131
2025-04-07,SPY,489.19,523.17,481.8,504.38,256611355
2025-04-08,SPY,521.86,524.98,489.16,496.48,165816581
2025-04-09,SPY,493.44,548.62,493.05,548.62,241867317
2025-04-10,SPY,532.17,533.495,509.32,524.58,162331225
2025-04-11,SPY,523.01,536.43,520.07,533.94,97866334
2025-04-14,SPY,544.05,544.28,533.86,539.12,68033993
2025-04-15,SPY,539.675,543.23,536.81,537.61,56892874
2025-04-16,SPY,531.68,537.8854,520.29,525.66,83484814
2025-04-17,SPY,527.64,531.165,523.91,526.41,79868083
2025-04-21,SPY,521.16,521.7,508.46,513.88,69368129
2025-04-22,SPY,520.14,529.305,519.1925,527.25,75948117
2025-04-23,SPY,540.43,545.43,533.88,535.42,90590658
2025-04-24,SPY,536.715,547.43,535.4504,546.69,64150418
2025-04-25,SPY,546.65,551.05,543.69,550.64,61119590
2025-04-28,SPY,551.39,553.55,545.02,550.85,47613755
2025-04-29,SPY,548.91,555.45,548.55,554.32,47775121
2025-04-30,SPY,547.57,556.52,541.52,554.54,93101463
2025-05-01,SPY,560.37,564.0699,557.86,558.47,63186146
2025-05-02,SPY,564.73,568.38,562.38,566.76,60717270
2025-05-05,SPY,562.57,566.65,561.7,563.51,38659222
2025-05-06,SPY,557.93,563.3476,556.96,558.8,48264708
2025-05-07,SPY,560.15,563.82,556.04,561.15,55733229
2025-05-08,SPY,565.24,570.31,561.7,565.06,65130787
2025-05-09,SPY,566.48,567.5,562.7637,564.34,37603427
2025-05-12,SPY,581.47,583.0,577.04,582.99,78993570
2025-05-13,SPY,583.41,589.08,582.84,586.84,67947225
2025-05-14,SPY,587.81,588.98,585.535,587.59,66283531
2025-05-15,SPY,585.56,590.97,585.0969,590.46,71268145
2025-05-16,SPY,591.25,594.5,589.28,594.2,76052101
2025-05-19,SPY,588.1,595.54,588.1,594.85,68168509
2025-05-20,SPY,593.09,594.05,589.6,592.85,60614492
2025-05-21,SPY,588.44,592.58,581.82,582.86,95197657
2025-05-22,SPY,582.66,586.62,581.405,583.09,70860417
2025-05-23,SPY,575.98,581.8101,575.6,579.11,76029046
2025-05-27,SPY,586.07,591.31,578.43,591.15,72588475
2025-05-28,SPY,591.56,592.7688,586.985,587.73,68445512
2025-05-29,SPY,593.06,593.2,586.07,590.05,70073758
2025-05-30,SPY,588.93,591.1299,583.235,589.39,90601242
2025-06-02,SPY,587.76,592.79,585.06,592.71,61630502
2025-06-03,SPY,592.34,597.08,591.85,596.09,63606204
2025-06-04,SPY,596.96,597.95,595.49,595.93,57314199
2025-06-05,SPY,597.63,599.0,591.05,593.05,92436397
2025-06-06,SPY,598.66,600.83,596.86,599.14,66588743
2025-06-09,SPY,599.72,601.25,598.49,599.68,53016418
2025-06-10,SPY,600.22,603.47,599.09,603.08,66246973
2025-06-11,SPY,604.19,605.06,599.27,601.36,73658225
2025-06-12,SPY,600.01,603.75,599.52,603.75,64129003
2025-06-13,SPY,598.5,601.85,595.48,597.0,89505996
2025-06-16,SPY,600.4,604.45,600.22,602.68,79984125
2025-06-17,SPY,600.21,601.75,596.76,597.53,82209365
2025-06-18,SPY,598.44,601.22,596.47,597.44,76605029
2025-06-20,SPY,598.38,599.46,592.86,594.28,94051374
2025-06-23,SPY,595.04,600.54,591.89,600.15,87426039
2025-06-24,SPY,604.33,607.8499,603.41,606.78,67735293
2025-06-25,SPY,607.91,608.61,605.54,607.12,62114767
2025-06-26,SPY,608.99,612.31,608.37,611.87,78548361
2025-06-27,SPY,612.88,616.39,610.83,614.91,86258398
2025-06-30,SPY,617.38,619.22,615.04,617.85,92502541
2025-07-01,SPY,616.36,618.83,615.52,617.65,70030140
2025-07-02,SPY,617.24,620.49,616.61,620.45,66510374
2025-07-03,SPY,622.45,626.28,622.43,625.34,51065789
2025-07-07,SPY,623.36,624.03,617.87,620.68,74814505
2025-07-08,SPY,621.35,622.11,619.52,620.34,59024585
2025-07-09,SPY,622.77,624.72,620.9105,624.06,66113326
2025-07-10,SPY,624.2,626.8701,623.01,625.82,57528960
2025-07-11,SPY,622.74,624.86,621.53,623.62,63670226
2025-07-14,SPY,623.16,625.1581,621.7999,624.81,51898518
2025-07-15,SPY,627.52,627.86,622.06,622.14,74317260
2025-07-16,SPY,623.74,624.73,618.05,624.22,88987511
2025-07-17,SPY,624.4,628.4048,624.18,628.04,68885683
2025-07-18,SPY,629.3,629.47,626.46,627.58,65621645
2025-07-21,SPY,628.77,631.54,628.34,628.77,63374984
2025-07-22,SPY,629.1,629.73,626.19,628.86,60046288
2025-07-23,SPY,631.55,634.21,629.73,634.21,70511036
2025-07-24,SPY,634.6,636.15,633.99,634.42,71307134
2025-07-25,SPY,635.09,637.5799,634.84,637.1,56865364
2025-07-28,SPY,637.48,638.04,635.54,636.94,54917102
2025-07-29,SPY,638.35,638.67,634.335,635.26,60556278
2025-07-30,SPY,635.92,637.68,631.54,634.46,80418851
2025-07-31,SPY,639.455,639.85,630.765,632.08,103385246
2025-08-01,SPY,626.3,626.34,619.29,621.72,140103572
2025-08-04,SPY,625.67,631.215,625.58,631.17,73218015
2025-08-05,SPY,631.79,632.6052,627.04,627.97,68051401
2025-08-06,SPY,629.05,633.44,628.13,632.78,64357525
2025-08-07,SPY,636.24,636.98,629.11,632.25,74205791
2025-08-08,SPY,634.06,637.645,633.74,637.18,64051626
2025-08-11,SPY,637.46,638.95,634.66,635.92,58742300
2025-08-12,SPY,638.29,642.85,636.79,642.69,64821798
2025-08-13,SPY,644.91,646.19,642.68,644.89,60092790
2025-08-14,SPY,642.79,645.62,642.34,644.95,59327466
2025-08-15,SPY,645.99,646.09,642.5153,643.44,68592507
2025-08-18,SPY,642.86,644.0,642.18,643.3,43804914
2025-08-19,SPY,643.12,644.105,638.48,639.81,69750731
2025-08-20,SPY,639.4,639.66,632.95,638.11,88890298
2025-08-21,SPY,636.28,637.97,633.81,635.55,54805775
2025-08-22,SPY,637.76,646.5,637.25,645.31,84083214
2025-08-25,SPY,644.04,645.29,642.35,642.47,51274332
2025-08-26,SPY,642.2,645.51,641.57,645.16,51581565
2025-08-27,SPY,644.57,647.37,644.42,646.63,48341069
2025-08-28,SPY,647.24,649.48,645.34,648.92,61519461
2025-08-29,SPY,647.47,647.84,643.14,645.05,74522192
2025-09-02,SPY,637.5,640.49,634.92,640.27,81983545
2025-09-03,SPY,642.67,644.21,640.46,643.74,70820898
2025-09-04,SPY,644.42,649.15,643.51,649.12,65219228
2025-09-05,SPY,651.48,652.21,643.33,647.24,85178935
2025-09-08,SPY,648.62,649.84,647.23,648.78,63189560
2025-09-09,SPY,648.97,650.86,647.22,650.33,66133856
2025-09-10,SPY,653.62,654.55,650.63,652.21,78034529
2025-09-11,SPY,654.18,658.33,653.59,657.63,69934360
2025-09-12,SPY,657.6,659.11,656.9,657.41,72780135
2025-09-15,SPY,659.64,661.04,659.34,660.91,63772412
2025-09-16,SPY,661.47,661.78,659.21,660.0,61168953
2025-09-17,SPY,660.01,661.72,654.3,659.18,101952244
2025-09-18,SPY,661.89,664.89,660.27,662.26,90459242
2025-09-19,SPY,662.33,664.55,660.37,663.7,97945620
2025-09-22,SPY,662.2,667.29,662.17,666.84,69452201
2025-09-23,SPY,666.72,667.34,661.98,663.21,81708872
2025-09-24,SPY,664.51,664.61,659.67,661.1,68082229
2025-09-25,SPY,657.94,659.4056,654.405,658.05,89622067
2025-09-26,SPY,659.51,662.37,657.88,661.82,69179209
2025-09-29,SPY,664.36,665.28,661.86,663.68,73499015
2025-09-30,SPY,662.93,666.65,661.61,666.18,86288028
2025-10-01,SPY,663.17,669.37,663.06,668.45,72545369
2025-10-02,SPY,670.45,670.565,666.78,669.22,56895993
2025-10-03,SPY,669.99,672.675,668.16,669.21,70494350
2025-10-06,SPY,671.62,672.51,669.455,671.61,54623260
2025-10-07,SPY,672.54,672.99,667.67,669.12,72020067
2025-10-08,SPY,670.25,673.2056,669.42,673.11,60702241
2025-10-09,SPY,673.53,673.94,669.21,671.16,66501941
2025-10-10,SPY,672.13,673.95,652.84,653.02,159422589
2025-10-13,SPY,660.65,665.13,659.7679,663.04,79560517
2025-10-14,SPY,657.17,665.83,653.17,662.23,88779560
2025-10-15,SPY,666.82,670.23,658.93,665.17,81702555
2025-10-16,SPY,666.82,668.71,657.11,660.64,110563346
2025-10-17,SPY,659.5,665.755,658.14,664.39,96500870
2025-10-20,SPY,667.32,672.21,667.27,671.3,60493350
2025-10-21,SPY,671.44,672.99,669.981,671.29,56249034
2025-10-22,SPY,672.0,672.0,663.3,667.8,80564006
2025-10-23,SPY,668.12,672.7101,667.8,671.76,65604461
2025-10-24,SPY,676.46,678.47,675.65,677.25,74356527
2025-10-27,SPY,682.73,685.54,682.115,685.24,63339790
2025-10-28,SPY,687.05,688.905,684.83,687.06,61738073
2025-10-29,SPY,688.72,689.7,682.87,687.39,85362207
2025-10-30,SPY,683.9,685.94,679.83,679.83,76335751
2025-10-31,SPY,685.04,685.08,679.24,682.06,87164122
2025-11-03,SPY,685.67,685.8,679.94,683.34,57315025
2025-11-04,SPY,676.11,679.96,674.58,675.24,78426969
2025-11-05,SPY,674.98,680.86,674.17,677.58,74402376
2025-11-06,SPY,676.47,677.38,668.72,670.31,85035298
2025-11-07,SPY,667.91,671.08,661.205,670.97,100592443
2025-11-10,SPY,677.235,682.18,675.03,681.44,75842888
2025-11-11,SPY,679.95,683.57,678.73,683.0,58953385
2025-11-12,SPY,684.79,684.96,680.945,683.38,62312484
2025-11-13,SPY,680.5,680.86,673.97,674.3,37119783
